# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jan  7 20:13:51 2025
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper > 1
# CONSTRAINT:  and pl_orbsmax > 0.01
# CONSTRAINT:  and pl_rade > 2
# CONSTRAINT:  and pl_masse > 1)
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
#
pl_orbper	pl_orbsmax	pl_rade	pl_masse
2.31142430	0.033400	12.464	489.45820
2.21674210	0.037080	14.240	491.37630
4.12508280	0.054740	14.426	491.68301
2.31142430	0.033400	12.464	492.62000
1.62842290	0.027090	12.778	494.22565
1.62842460	0.027140	13.047	497.40395
1.62843142	0.027020	13.081	498.33600
1.62842960	0.026830	12.218	502.15000
1.62842790	0.026700	12.184	502.15000
3.53159020	0.050090	14.370	502.16888
3.26427360	0.049970	17.710	505.34970
1.62842953	0.027390	13.171	505.34970
1.62842460	0.027400	13.171	506.93885
8.14530000	0.080000	2.400	508.50000
12.33350000	0.106000	2.800	508.50000
2.18056000	0.037000	18.495	508.52800
2.34478022	0.033700	12.285	508.52800
4.12508230	0.055240	15.020	512.34196
1.62842460	0.027290	13.126	520.28771
3.34482850	0.055800	20.288	527.59780
1.36002854	0.023350	13.787	529.81995
5.87689180	0.067500	12.229	530.77344
3.05252400	0.040470	13.776	533.95172
2.35056140	0.033860	13.159	533.95172
2.20473720	0.036760	16.713	534.59006
4.42471100	0.058040	16.813	537.13001
2.99562900	0.046500	15.435	539.67534
2.62669762	0.043920	18.416	546.66486
3.57746900	0.044700	13.002	546.66760
2.69154800	0.043800	15.838	549.82300
3.44645900	0.044460	14.594	556.20250
5.85734200	0.058300	15.468	556.20250
1.84683500	0.031510	14.500	559.35700
1.36003090	0.024000	13.560	559.36000
2.99560700	0.044190	15.132	559.38080
1.84683400	0.031700	14.684	559.38080
1.36003060	0.023960	13.563	559.38080
1.36003090	0.024050	13.563	560.33429
1.54877430	0.028510	15.009	562.24127
2.69154800	0.043780	15.838	562.55910
2.99565400	0.044500	16.141	563.51259
1.25785000	0.022000	11.882	563.83042
2.20473040	0.032000	15.278	564.44200
2.20473700	0.037700	15.043	564.44200
1.48224460	0.024460	13.552	565.07800
2.20473540	0.035500	15.906	566.05523
1.48224460	0.024520	13.552	568.91570
1.48224686	0.024590	13.384	568.91570
2.20473040	0.038050	16.421	571.77617
3.57746900	0.044600	13.002	572.07000
7.87288000	0.075000	10.761	572.09400
1.40000000	0.024000	13.500	572.10000
1.30618648	0.022840	14.975	572.41183
1.48224754	0.024500	13.484	573.36532
2.20473700	0.038130	16.926	574.00098
3.79984700	0.041220	10.581	578.45060
1.32734700	0.023800	14.168	582.24000
50.79039100	0.280400	12.341	584.78000
1.32734683	0.024100	14.314	587.41341
1.32734700	0.023820	14.168	587.98550
2.46529500	0.040600	15.838	587.98550
11.39109000	0.093090	10.559	587.98550
2.20353730	0.027200	10.420	588.00000
1.32734683	0.023880	14.617	588.62116
3.44645900	0.044400	14.594	589.55000
4.42587000	0.057780	25.000	593.00000
1.60968840	0.026600	13.473	594.34210
4.08722000	0.055170	13.002	597.20257
4.08722000	0.055120	13.002	597.50000
2.29210200	0.036890	15.693	597.52040
2.03204600	0.035200	19.055	597.52040
1.84683510	0.031820	15.872	600.69870
1.30618700	0.022760	14.684	603.55917
2.79083270	0.042320	16.432	603.87700
1.40137940	0.024300	14.572	603.87700
1.43037000	0.023340	13.159	603.87700
9.28971500	0.091700	12.162	606.73747
1.30618581	0.022820	14.975	607.03000
1.30618640	0.022830	14.628	607.05530
1.43036763	0.023350	13.159	607.05530
1.30619000	0.022600	14.516	610.23360
9.28971500	0.091700	12.162	611.79700
1.32734660	0.024020	15.211	611.82275
141.24167100	0.534000	11.097	613.41190
1.30619000	0.022720	14.706	615.95454
15.16886500	0.120700	12.520	617.22586
10.86350200	0.096400	12.016	618.47100
10.86350200	0.096500	12.016	619.45067
2.00284900	0.027200	10.780	624.00000
2.13570304	0.027930	11.489	624.85065
1.21288287	0.023200	15.334	626.12510
1.84683550	0.031500	15.693	629.30340
2.72403300	0.050530	18.147	632.47853
1.54492870	0.027800	14.011	635.66000
49.53200000	0.296200	3.030	636.00000
15.26644600	0.118000	12.170	637.00000
3.60150100	0.048000	13.400	638.00000
11.39093110	0.094300	10.447	638.83510
11.39093100	0.094400	10.592	638.83510
1.54492980	0.027400	15.244	638.83830
2.84937500	0.045740	18.943	638.83830
1.09142119	0.023500	20.849	638.83830
60.32310500	0.300000	12.300	640.00000
2.84937500	0.045700	18.940	645.17000
1.84683730	0.031850	15.872	645.19490
3.54846900	0.049670	13.563	648.37320
3.85590000	0.051460	13.899	651.55150
3.85590000	0.051400	13.899	654.70200
1.84683500	0.031870	16.298	654.72980
3.85589800	0.052100	13.563	654.72980
4.29145200	0.046900	9.860	657.00000
6.87316970	0.080400	16.141	657.90810
1.21288287	0.023020	13.720	658.00000
1.21288400	0.023200	15.334	664.23700
1.21987000	0.023900	17.856	665.21819
1.43037000	0.024480	14.684	667.73300
3.54846570	0.053800	15.984	670.93913
3.54846000	0.050640	16.040	671.86400
6.87349000	0.079500	14.235	673.79960
3.54846250	0.050710	16.040	675.70658
1.77712550	0.028180	12.644	676.97790
3.30984430	0.041010	12.038	677.61356
8.15871500	0.080100	11.635	677.61356
3.21222000	0.041400	12.106	682.35200
5.00542500	0.061000	11.994	682.38101
3.21223120	0.041400	12.106	682.69884
6.87316970	0.080200	16.141	686.51280
6.13498500	0.070710	12.733	688.41633
1.74748753	0.027120	12.386	689.69110
5.00542500	0.055000	11.990	689.98000
3.21222000	0.041420	12.106	690.32676
2.79083270	0.042300	16.432	692.86940
1.68279500	0.029460	15.524	692.86940
6.13498900	0.070100	12.554	693.50158
3.21223328	0.041710	11.882	696.68336
6.87349000	0.080000	13.110	699.20000
8.20000000	0.080000	11.200	699.20000
6.53500000	0.063000	3.310	699.22250
2.72474000	0.041600	14.572	705.58260
2.90367470	0.046220	16.365	706.21826
4.62766900	0.060600	12.890	709.36700
1.36665436	0.024980	15.491	711.93920
2.90367470	0.046190	16.370	712.54500
8.15871500	0.080100	11.635	713.18000
2.72474000	0.041700	14.572	718.29580
1.34849780	0.023800	15.637	718.29580
2.01802310	0.031440	12.980	721.47048
4.62766910	0.061080	13.664	721.79193
4.62764900	0.059600	13.451	724.65240
6.13498470	0.086350	12.061	725.28442
1.53736423	0.026430	14.359	726.55938
1.53736390	0.026410	14.908	729.41985
1.53736530	0.026430	14.359	729.73768
1.90260300	0.038900	21.017	731.00534
4.86067400	0.061000	12.778	731.00534
56.39879000	0.308100	12.285	731.00534
2.87867650	0.040800	13.787	731.00900
1.53736530	0.026430	14.359	731.93200
4.62768200	0.060620	12.890	731.96249
225.11781000	0.768000	12.530	732.00000
3.16062960	0.037340	10.548	734.16000
4.28088000	0.055500	12.442	734.18362
4.08605200	0.054600	15.581	737.33500
4.08605200	0.054600	15.581	737.36560
2.99433000	0.043600	16.030	740.51000
64.59490000	0.327000	11.545	743.71847
4.09666920	0.055930	12.778	743.71847
2.99433000	0.044000	15.984	743.72220
1.48571080	0.026050	14.684	743.72220
1.54338970	0.023600	14.908	750.07504
1.53736596	0.026770	14.874	750.39663
4.72021900	0.062600	15.648	753.25710
4.08605200	0.054610	15.581	753.25710
3.14283300	0.047950	15.132	756.43540
1.67537280	0.023000	16.589	756.43540
3.76810000	0.048100	11.433	765.97030
11.23479000	0.109300	12.139	766.60212
3.76810000	0.046100	11.430	772.29000
1.34849540	0.025470	16.668	775.50520
2.23598350	0.032300	16.141	775.50520
1.48571080	0.025910	14.680	778.65000
3.76810000	0.048100	11.287	781.86180
1.33711677	0.021360	12.498	783.76878
1.48571091	0.026800	14.908	785.04010
1.33711647	0.021530	14.056	785.04010
3.58191940	0.040000	13.675	788.21445
1.33711820	0.021490	12.823	790.41000
2.99432500	0.043510	15.581	791.39670
5.40604250	0.067300	12.812	791.39670
1.33711647	0.021530	14.056	792.63500
69.75460000	0.370000	10.800	794.50000
10.15643000	0.084700	5.790	794.57500
5.85748700	0.070370	14.067	797.75330
3.58191340	0.039240	12.666	816.81901
69.75470000	0.370400	10.761	820.00140
188.83500000	0.867620	11.240	823.90000
3.58192320	0.039440	12.690	825.00000
1.33711655	0.021600	12.890	826.35800
4.32419000	0.047960	4.810	826.35800
2.99432500	0.044070	16.029	832.71460
1.94164230	0.026580	12.094	835.57088
193.96500000	0.883280	11.300	837.00000
6.87181500	0.075840	12.218	841.61384
190.37500000	0.872350	11.150	845.70000
3.31065100	0.046900	13.563	854.96270
6.87181500	0.075220	12.263	855.24500
10.74210000	0.099000	3.200	858.10000
6.90000000	0.076000	12.300	858.10000
1.68986531	0.030360	13.451	858.14100
6.87188000	0.075800	12.218	861.31930
13.24060000	0.105500	10.873	867.67590
198.85600000	0.898090	11.200	869.70000
4.72281240	0.050250	10.682	870.85420
13.24060000	0.105500	10.870	874.00000
260.79000000	0.828000	11.321	875.61726
4.63361100	0.060000	15.400	878.00000
5.75251000	0.071700	12.330	883.53000
13.24060000	0.106000	10.548	883.56740
3.65633300	0.051700	11.994	886.74570
3.63130000	0.048000	11.770	889.90000
5.75251000	0.071700	12.330	889.92400
5.33408380	0.067800	16.253	893.10230
5.33408384	0.067900	16.250	896.24000
3.37735120	0.050640	14.359	899.45439
12.87470990	0.114300	12.670	908.96000
1.48112350	0.034620	21.196	915.35040
9.06005000	0.084400	11.310	921.70700
4.43527000	0.058000	11.994	921.70700
8.88659300	0.085400	13.070	937.59850
8.88659300	0.085500	13.068	940.74000
8.88659300	0.085500	13.283	940.77680
3.09276360	0.036900	14.348	940.77680
200.45200000	0.902810	11.250	942.00000
54.18915000	0.313000	11.994	947.12865
12.87470990	0.114200	12.666	947.13340
8.27547900	0.083100	9.864	953.48522
6.18023500	0.072290	11.781	953.49000
82.68690000	0.349000	6.800	959.84179
3.02409220	0.044000	12.550	962.98000
3.63130000	0.048090	13.227	972.55980
204.04600000	0.913590	11.270	981.30000
3.63130000	0.048400	11.769	982.09470
3.02409330	0.044000	12.498	982.09470
2.82406000	0.047000	17.150	985.27300
2.65023700	0.046000	16.701	991.62463
3.02409309	0.044400	13.000	994.77000
3.02409309	0.044360	13.002	997.98620
2.35062100	0.034930	12.767	1000.21101
3.09276160	0.037810	12.106	1001.12000
3.09276160	0.037800	11.960	1004.34280
3.10000000	0.038000	12.300	1017.00000
1.44044527	0.020650	13.316	1017.05090
3.09272932	0.037800	11.960	1020.23430
4.17523870	0.054250	13.843	1022.14128
21.21663000	0.161400	11.430	1023.37000
3.02409500	0.044900	13.450	1026.55000
3.02409490	0.046000	13.664	1026.59090
21.21639800	0.162780	12.184	1028.18005
20.33003000	0.158000	11.882	1036.12061
21.21639800	0.163700	11.938	1036.76146
1.90006930	0.028600	14.022	1039.30410
2.68650200	0.037440	14.572	1039.30410
1.21987016	0.025900	18.820	1042.48240
1.90009000	0.028800	12.846	1048.83900
1.74299673	0.028100	16.432	1048.83900
1.21191096	0.023850	15.278	1048.83900
1.74299640	0.028100	16.421	1051.97300
5.45265400	0.067700	13.417	1057.69400
5.45265400	0.067740	13.417	1058.37390
4.07823870	0.056100	14.572	1064.72516
3.47410850	0.054200	19.515	1074.90106
5.85885700	0.069750	13.529	1080.61658
7.81795300	0.079080	13.395	1080.62200
1.90006930	0.029500	14.684	1099.69180
1.90006930	0.029500	14.680	1102.82000
1.74299350	0.027980	16.432	1102.82000
1.38665290	0.025080	14.404	1102.87010
2.71865910	0.039040	12.330	1109.22670
91.68278000	0.387000	2.910	1112.39942
61.62770000	0.300000	12.106	1112.39942
1.74299350	0.028350	16.365	1134.65310
4.78694910	0.065550	18.786	1137.83140
2.71865900	0.039400	13.227	1144.14000
8.87209820	0.089200	11.893	1144.18227
5.42513000	0.040900	5.760	1144.18800
14.57407100	0.129100	12.173	1147.36055
1.74299350	0.028540	16.477	1150.54460
2.82797200	0.048000	18.383	1153.71712
5.85885800	0.072600	13.193	1160.07369
1.38665318	0.024800	13.451	1172.79270
2.14878000	0.043000	16.814	1175.97100
5.85885800	0.073000	13.092	1182.32167
4.20000000	0.055000	9.079	1207.70000
22.09341000	0.173000	8.183	1229.99594
7.43323400	0.079500	12.319	1233.17422
3.61276470	0.052240	17.777	1242.71530
111.43570000	0.449000	10.980	1252.20000
4.12448100	0.049500	11.478	1261.78510
3.35205700	0.047000	16.700	1274.44000
4.12448100	0.049400	11.478	1291.28900
4.61170930	0.063700	21.409	1293.56810
5.90124000	0.050000	2.200	1303.00000
1.21986690	0.025550	16.780	1303.00000
111.43670000	0.456400	11.243	1307.55262
111.43670000	0.456500	11.243	1308.18828
9.24318000	0.089100	11.209	1315.81620
12.72040000	0.110000	4.500	1322.12000
988.88112000	2.027000	11.949	1322.16617
2.77597024	0.041300	13.339	1331.38987
2.77596000	0.041300	14.448	1332.60500
5.55149000	0.067000	15.244	1334.87931
5.02679900	0.060000	12.442	1341.24260
2.77597120	0.041340	14.448	1341.56043
9.24285000	0.090100	9.416	1344.42090
9.24285000	0.090200	9.420	1347.54000
2.50792040	0.037830	12.285	1369.84730
2.87923190	0.041270	12.408	1373.02560
16.24921000	0.129100	12.184	1379.37529
2.48553300	0.040400	18.091	1379.38220
8.87207800	0.092000	12.520	1398.44499
2.48553417	0.040470	18.304	1398.45200
3.76500070	0.081500	23.203	1398.45200
2.48553350	0.030800	18.046	1430.17500
5.55149296	0.066500	12.711	1458.83239
737.11310000	1.640000	9.960	1462.01067
42.63180000	0.260000	5.300	1493.70000
10.65566900	0.116600	11.142	1531.93292
4.11902700	0.054900	12.801	1538.29720
3.61127060	0.051400	16.511	1541.47550
52.50097000	0.303400	12.554	1547.77000
165.77190000	0.641000	13.294	1582.78547
18.09547000	0.153000	12.801	1598.35906
9.24285000	0.089200	13.002	1608.21980
5.55149260	0.069690	14.258	1646.35940
13.10200000	0.088000	2.660	1652.70772
9.62468000	0.087100	11.209	1652.71600
10.26075000	0.110800	11.982	1671.77742
217.83184000	0.753000	12.420	1678.14240
3.14143910	0.047140	15.816	1694.03390
52.50112900	0.301000	12.834	1719.46030
9.47725000	0.091400	10.817	1722.63860
10.26112700	0.111000	12.419	1767.00000
5.46938270	0.052630	11.725	1830.69162
3.35642270	0.042800	11.657	1843.41400
3.84937278	0.054400	11.994	1868.84040
3.35642270	0.042700	11.657	1875.19700
22.65398000	0.158000	11.209	1900.61387
33.60134000	0.196800	9.057	1907.00000
6.98390950	0.072300	12.229	1910.14873
1.80535640	0.028030	12.722	1938.76300
76.80000000	0.369000	11.209	1951.46642
170000.00000000	68.000000	13.000	2000.00000
402000000.00000000	7506.000000	12.442	2002.31896
3.40956750	0.048600	11.882	2011.86390
328.24017000	0.898000	11.579	2129.45033
2.74432452	0.047390	20.961	2154.88740
87.64510000	0.400000	3.900	2161.24400
2.87531694	0.035930	11.489	2294.73260
2.24376610	0.035800	14.359	2294.73260
2.87531700	0.036100	9.718	2302.89900
2.87531860	0.036170	9.718	2310.62410
2.90000000	0.036000	9.750	2320.10000
2.24375200	0.036000	14.360	2333.00000
1.51214000	0.026910	12.218	2358.29860
2.24376550	0.037000	13.899	2412.32970
1.51214000	0.027000	12.220	2415.40000
1.51214000	0.026870	11.411	2437.75610
6.79012300	0.077100	12.621	2440.93440
2.24376524	0.037100	13.686	2466.36080
8040000.00000000	200.000000	20.849	2479.06157
2.24376610	0.037200	18.304	2510.85700
109.75000000	0.510900	11.209	2542.62726
43500.00000000	22.000000	14.572	2542.64000
2.02195960	0.036500	17.710	2542.64000
5.64420700	0.069400	11.994	2688.84180
5.63341000	0.067700	10.660	2739.69460
5.63347540	0.068800	12.969	2765.12100
5.63332000	0.067900	11.243	2771.47760
5.63347290	0.067400	13.339	2777.83420
5.60000000	0.068000	12.300	2828.60000
5.63341000	0.067700	11.007	2873.18320
5.63347290	0.068780	12.969	2888.95000
60.32510000	0.300000	14.300	2892.25300
15.33480000	0.118000	4.000	2895.31000
482.81910000	1.152000	9.420	2946.26933
1.76358800	0.036410	16.948	2949.46240
13.33668000	0.112000	10.424	2955.80419
69000.00000000	38.000000	13.000	3000.00000
37000.00000000	24.000000	13.000	3000.00000
1.79600000	0.030000	12.666	3082.82000
4.19364900	0.058300	14.908	3082.95100
8.88492400	0.080000	11.550	3146.40000
17.85523330	0.151000	16.029	3178.30000
8.88491160	0.081800	11.770	3209.90000
8.88491160	0.081700	11.769	3210.08300
3.57532000	0.046700	11.287	3273.64900
3.57532000	0.047600	11.287	3302.11000
3.19153285	0.045390	13.641	3718.61100
3.19152390	0.045400	13.641	3747.06000
3.19152890	0.045290	13.989	3759.92890
5800000.00000000	350.000000	14.572	3813.94088
4.28897310	0.065600	21.590	3932.00000
6.23850000	0.068000	2.600	4036.30000
2090.00000000	3.530000	16.365	4036.42077
69.04800000	0.330000	11.500	4049.13391
7.24599000	0.088800	11.680	4096.80817
1.88823780	0.036320	15.513	4100.00700
3650.00000000	4.500000	12.442	4131.79000
3.19154260	0.047600	21.858	4211.22639
31.33090000	0.191000	4.900	4385.87000
1.40794050	0.020400	10.400	4386.05400
1.26523280	0.012000	11.994	4449.62000
5800000.00000000	350.000000	13.675	5085.25451
3.47411900	0.057000	20.512	5403.11000
143.21300000	0.500000	10.600	5403.11000
21.08716800	0.153900	12.240	5689.15700
21.08740000	0.155000	13.680	5720.70000
14.47567000	0.095000	12.218	5879.82553
1.74457900	0.033800	16.477	6261.21962
21.08721000	0.164000	13.900	6388.10000
21.08721000	0.163500	13.899	6388.38300
4.25679940	0.056940	11.135	6747.53090
4.25679940	0.057400	11.321	6814.27520
4.25679940	0.057830	11.624	6979.54680
4.03371420	0.061300	13.675	7024.00779
19.00547000	0.500000	2.802	7310.05336
1.21751400	0.024660	12.442	8654.15000
303.13700000	0.991000	4.620	8899.00000
9350.00000000	9.600000	14.011	8899.19540
